rating,roaster,title,blind_assessment,notes,bottom_line,roaster_location,coffee_origin,roast_level,est_price,review_date,aroma,acidity,body,flavor,aftertaste,url,with_milk,agtron_external,agtron_ground,is_espresso,quantity_value,quantity_unit,price_value,price_currency,price_usd,cpi,date,price_usd_adj,quantity_in_lbs,price_usd_adj_per_lb
92.0,Wild Goose Coffee Roasters,Panama Lerida,"Sweetly and gently floral. Honey, jasmine, lemon drop, fresh-cut fir in aroma and cup. Sweetly tart, quietly lively acidity; light, silky mouthfeel. Flavor consolidates but saturates a very lightly drying, flower-toned finish.","From the celebrated Panama farm Finca Lerida. Wild Goose is an artisan roaster in the southern California town of Redlands striving for “World class coffee with a worldwide conscience.” Wild Goose emphasizes its relationship-driven green coffee sourcing, and for every pound of coffee sold it purchases ten pounds of food for a local food bank, with over 750,000 pounds donated to date. Visit www.wildgoosecoffee.com for more information.",,"Redlands, California","Boquete growing region, Chiriqui Province, western Panama.",Light,$17.75/12 ounces,2015-05-01,9.0,8.0,8.0,9.0,8.0,https://www.coffeereview.com/review/panama-lerida-2/,,63.0,88.0,False,12.0,ounces,17.75,USD,17.75,237.805,2015-05-01,23.45,0.75,31.27
87.0,Martinez Fine Coffees,"Jamaica Blue Mountain Clifton Mount Estate, Medium Roast","Crisp, rather limited aroma: caramel and milk chocolate. In the cup sweet, delicate, rather shallow and lean, with a pleasant dry nutty chocolate character. Unexpectedly, the finish stretches out splendidly, rich and chocolate-toned.","Coffee growing was first established at Clifton Mount Estate over 200 years ago, and renewed in 1983 after an earlier hurricane had devastated the property. Martinez Fine Coffees specializes in elite single-origin coffees only and has offered an impressive range of Jamaica coffees ever since the company was founded by the distinguished Jamaican-born coffee man John Martinez. Visit www.martinezfinecoffees.com or call 800-642-5282 for more information.",,"Atlanta, Georgia","Blue Mountain growing region, eastern Jamaica.",Medium-Light,,2007-07-01,7.0,6.0,7.0,8.0,9.0,https://www.coffeereview.com/review/jamaica-blue-mountain-clifton-mount-estate-medium-roast/,,55.0,68.0,False,,,,,,208.299,2007-07-01,,,
93.0,Temple Coffee Roasters,Ethiopia Harsu Haro Single-Origin Espresso,"Evaluated as espresso. Bright, juicy, cleanly fruit-forward. Dark chocolate, pomegranate, tangerine zest, brown sugar, oak in aroma and small cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with pomegranate and brown sugar notes, followed by fresh-cut oak. Pomegranate and dark chocolate saturate the rich milk shot.","Most coffees from the Yirgacheffe region are produced from distinctive, largely indigenous Ethiopian varieties of Arabica long grown in the region. Processed by the natural method (dried in the whole fruit). Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","A delicately fruit-toned natural-processed espresso: sweet, tart, juicy, bright. Especially chocolaty in three parts milk.","Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,$23.00/12 ounces,2021-04-01,9.0,,8.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-harsu-haro-single-origin-espresso/,9,54.0,72.0,True,12.0,ounces,23.0,USD,23.0,267.054,2021-04-01,27.06,0.75,36.08
93.0,Temple Coffee and Tea,Rwanda Kanzu Lot #13,"Sweet, slightly savory, unique. Black currant, sugary sweet potato, dark chocolate, pistachio, rhododendron-like flowers in aroma and cup. Deep, pungent acidity; syrupy mouthfeel. Balanced, quietly flavor-saturated finish.","Produced entirely from trees of the heirloom Bourbon variety and processed at the award-winning Kanzu washing station or wet mill. Rwanda’s potential as fine coffee producer has only come to fruition over the past decade owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"Sacramento, California","Nyamasheke District, Rwanda.",Medium,$17.50/12 ounces,2015-02-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/rwanda-kanzu-lot-13/,,52.0,66.0,False,12.0,ounces,17.5,USD,17.5,234.722,2015-02-01,23.42,0.75,31.23
92.0,RamsHead Coffee Roasters,Lone Peak Cafe Series Blend,"Deep-toned, richly sweet. Date, dark chocolate, hazelnut, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; plush, creamy mouthfeel. The crisp finish simplifies to notes of dark chocolate and cedar.","A blend composed of two washed-process coffees (fruit skin and flesh are removed from the beans before they are dried), one from El Salvador and one from Costa Rica. RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.","A chocolaty and richly aromatic cup with sweet nut, fruit and floral tones supported by fragrant, cedar-like wood.","Bozeman, Montana",El Salvador; Costa Rica,Medium,$17.50/12 ounces,2022-07-01,9.0,8.0,9.0,9.0,7.0,https://www.coffeereview.com/review/lone-peak-cafe-series-blend/,,50.0,67.0,False,12.0,ounces,17.5,USD,17.5,296.276,2022-07-01,18.56,0.75,24.75
96.0,Paradise Roasters,Hawai’i Kilauea Volcano Yeast Fermentation Washed,"Aromatically tropical, deeply floral, mysteriously complex. Plumeria, amber, passion fruit, Concord grape, dark chocolate in aroma and cup. Deep-toned, sweetly savory structure with winy acidity; decadently plush mouthfeel. The finish goes on and on.","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2020. Produced by Jim Chestnut and Edna Arakawa of Second Alarm Farm from trees of the Caturra and Typica varieties of Arabica and processed by the washed method with the addition of wine yeasts. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","A shockingly coherent, wildly various experience of coffee, a delightful roller coaster that hits all the sensory notes.","Minneapolis, Minnesota","Puna, Big Island of Hawai’i",Medium-Light,$29.95/4 ounces,2020-09-01,9.0,9.0,9.0,10.0,9.0,https://www.coffeereview.com/review/hawaii-kilauea-volcano-yeast-fermentation-washed/,,58.0,76.0,False,4.0,ounces,29.95,USD,29.95,260.28,2020-09-01,36.15,0.25,144.6
94.0,Temple Coffee and Tea,Ethiopia Boke Natural Grade 1 Espresso,"Evaluated as espresso. Exhilarating and richly complex. Chocolate fudge, deeply sweet fruit (black cherry, pineapple, mango), narcissus-like flowers, vanilla and myrrh in aroma and small-cup. Soft and silky-smooth mouthfeel. Sweet chocolate, pungent florals and intensely rich aromatic wood tones carry into a deeply resonant finish. Flavor maintains balance and intricacy in three parts milk, with rich chocolate and ripe fruit predominating.","Gamo Gofa is a coffee growing region only recently distinguished from the larger, more comprehensive Sidama or Sidamo growing region in southern Ethiopia. Like most other southern Ethiopia regions, it produces distinctive coffees from traditional varieties of Arabica long grown in the area. This Gamo Gofa is a “natural” or dry-processed coffee, meaning the beans/seeds were dried inside the fruit, encouraging a deeper-toned floral and fruit character. Like virtually all Ethiopia coffees, this striking and unusual coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium-Light,$17.50/12 ounces,2014-10-01,9.0,,9.0,9.0,8.0,https://www.coffeereview.com/review/ethiopia-boke-natural-grade-1-espresso/,9,56.0,66.0,True,12.0,ounces,17.5,USD,17.5,237.433,2014-10-01,23.16,0.75,30.88
94.0,Duluth Coffee Company,Costa Rica Finca Chispirta,"Resonant, deeply sweet, engaging. Chocolate fudge, hazelnut, jasmine, honey, oak in aroma and cup. Bright, zesty acidity; plush, lightly syrupy mouthfeel. The rich, round finish is flavor-saturated, all the notes carrying into the short then consolidating to a nut-toned chocolate in the long.","Produced by Carlos Barrantes at La Perla del Cafe micro-mill entirely from trees of the SL-28 variety of Arabica, the variety associated with the best Kenya coffees. Processed by the yellow honey method. With all honey processing methods, some sweet pulp or fruit flesh (“honey”) is allowed to adhere to the beans during drying. In the yellow honey variation, a layer of pulp is allowed to dry on the beans, more than with white honey, but much less than is the case with red or black honey. This coffee tied for the top rating in a cupping of Costa Rica coffees for Coffee Review‘s October 2016 tasting report. Duluth Coffee Company is a craft micro-roaster in Duluth, Minnesota, committed to providing high-quality coffee with a focus on single origins. Duluth uses insightful roasting techniques to highlight the natural nuances of each origin and retain balance in the coffee. Coffees are sourced seasonally and roasted fresh, allowing them to be enjoyed at their peak. For more information, visit www.duluthcoffeecompany.com.","A confident, lively, sweet-toned Costa Rica cup that leads with deeply nuanced chocolate.","Duluth, Minnesota","Central Valley, Costa Rica",Medium-Light,$25.00/8 ounces,2016-10-01,9.0,9.0,9.0,9.0,8.0,https://www.coffeereview.com/review/costa-rica-finca-chispirta/,,54.0,68.0,False,8.0,ounces,25.0,USD,25.0,241.729,2016-10-01,32.49,0.5,64.98
93.0,JBC Coffee Roasters,San Jose del Lago Guatemala,"Crisply sweet, deeply nut-toned. Red grape, pistachio, lemon verbena, cedar, baking chocolate in aroma and cup. Sweet-toned structure with balanced acidity; crisp, satiny mouthfeel. The finish consolidates to red grape and pistachio.","Produced by Eduardo Cabrera of Finca San José Del Lago, entirely of the Bourbon variety of Arabica, and processed by the traditional washed method (fruit skin and pulp are removed before drying). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information","This richly nutty, crisply chocolaty Guatemala cup is carried by its deft balance, both in the nose and in the cup.","Madison, Wisconsin","Santiago Atitlán, Sololá Department, Guatemala",Medium-Light,$22.00/12 ounces,2023-03-01,9.0,9.0,8.0,9.0,8.0,https://www.coffeereview.com/review/san-jose-del-lago-guatemala/,,59.0,77.0,False,12.0,ounces,22.0,USD,22.0,301.836,2023-03-01,22.9,0.75,30.53
86.0,Green Mountain Coffee,Mexican Decaf Huatusco Cooperative,"Sweet-toned, soft aroma with wood and molasses notes. In the cup medium body, very soft acidity, with flavor notes that in their sweet wood and fruity herb character distinctly resemble date. Clean, sweet, rather fast-fading finish.","Certified organically grown and Fair Trade, meaning coffee purchased from small-holding farmers at a ""fair"" or economically sustainable price. Decaffeinated without the use of chemical solvents. Keurig/Green Mountain, formerly Green Mountain Coffee Roasters, pioneered single-serve capsule brewing in the United States with its Keurig brewing system, and remains one of the country’s leading large specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.GreenMountainCoffee.com or call 888-879-4627 for more information.",,"Waterbury, Vermont",Southern Mexico,Very Dark,,2008-10-01,7.0,7.0,7.0,8.0,7.0,https://www.coffeereview.com/review/mexican-decaf-huatusco-cooperative/,,0.0,46.0,False,,,,,,216.573,2008-10-01,,,
88.0,Bucks County Coffee,Costa Rica Tres Rios,"For Ken (rating 86) this coffee is ""classic but rather blunt. Pear and caramel notes in the nose but little nuance in the cup."" Kevin (rating 90) acknowledges its limitations, but admires it greatly nonetheless: ""Floral and caramel aromatic notes, medium-full body. Not complex but beautifully balanced, showing further sweetness as it cools.""",Bucks County Coffee has managed to stay close to its micro-roasting roots throughout its expansion from a small roasting machine in a carriage house to one of the country's largest regional specialty coffee chains. Visit www.buckscountycoffee.com or call 800-844-8790 for more info.,,"Langhorne, Pennsylvania","Tres Rios growing region, Costa Rica.",Medium-Dark,,2002-06-01,8.0,7.0,8.0,7.0,,https://www.coffeereview.com/review/costa-rica-tres-rios-2/,,53.0,46.0,False,,,,,,179.9,2002-06-01,,,
93.0,Royal Flamingo Coffee,Colombia Jairo Arcila Peach Maceration,"Exceptionally sweet, very lactic and yogurty, strikingly original in aromatics. Candied violet, clove, rose yogurt, lavender, frankincense in aroma and cup. Sweet and complexly layered in structure. Syrupy mouthfeel. Richly sweet in the finish.","Produced by Jairo Arcila of Finca Santa Monica, and processed by a controversial variation of the anaerobic method: fermented in the whole fruit in sealed tanks for 72 hours with the addition of peach pulp and wine yeasts, then pulped and dried on raised beds with peach pieces scattered among the beans. Royal Flamingo is a Columbus, Ohio-based specialty coffee roaster. Visit www.royalflamingocoffee.com for more information.","A particularly sweet anaerobic, with a distinct lactic tang and a surprising, unusual range of aromatics.","Columbus, Ohio","Quindio Department, Colombia",Light,$30.00/12 ounces,2023-03-01,9.0,8.0,9.0,9.0,8.0,https://www.coffeereview.com/review/colombia-jairo-arcila-peach-maceration/,,59.0,84.0,False,12.0,ounces,30.0,USD,30.0,301.836,2023-03-01,31.23,0.75,41.64
