rating,roaster,title,blind_assessment,notes,bottom_line,roaster location,coffee origin,roast level,agtron,est. price,review date,aroma,acidity,body,flavor,aftertaste,url,sitemap_lastmod,acidity/structure,with milk,processing method,variety,harvested,lot size,lot # or id,seller,estimated price
93,Fumi Coffee,Peru Yanesha Geisha Double-Anaerobic,"Crisply chocolaty, delicately sweet. Baking chocolate, vanilla bean, pink peppercorn, lavender, cedar in aroma and cup. Crisply sweet, balanced structure with bright but lush acidity; delicately silky mouthfeel. Wood-framed finish with undertones of vanilla and lavender.","Produced entirely from trees of the celebrated Geisha variety of Arabica and processed by the double-anaerobic washed method, in which the whole coffee cherries are fermented in a limited-oxygen environment, then de-pulped and fermented again with limited oxygen before final fruit removal and drying. Roaster Yu Chih Hao is co-founder of Fumi Coffee, a roaster in Hsinchu, Taiwan specializing in specialty coffee and homemade desserts. Visit https://m.facebook.com/fumicafe035586631/ for more information.","A crisply chocolaty, spice-toned anaerobic washed Peru cup with pretty floral notes throughout, both vanilla and lavender.","Hsinchu, Taiwan","Villa Rica, Oxapampa Province, Peru",Medium,55/74,NT $2200/16 ounces,May 2021,9,,8,9,8,https://www.coffeereview.com/review/peru-yanesha-geisha-double-anaerobic/,2021-05-11,9,,,,,,,,
92,JBC Coffee Roasters,Sumatra Blue Batak,"Sweet-toned aromatic wood and roundly fruity aroma, with hints that suggest coconut. Medium to full body, soft mouthfeel, balanced acidity, and a complex range of flavors - grapefruit, lime, coconut, sweet table grapes, aromatic wood and a suggestion of flowers. Flavor characteristics linger and sweeten in the long, slightly dry finish.","Blue Batak is a particularly refined version of the traditional style of fruity, earthy Sumatra coffee. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information..",,"Madison, Wisconsin","Northern Sumatra, Indonesia",Medium-Light,58/85,,May 2009,8,8,8,9,8,https://www.coffeereview.com/review/sumatra-blue-batak-6/,2014-10-02,,,,,,,,,
94,JBC Coffee Roasters,Nyeri Hill Kenya,"Berry-toned, very sweet. Mulberry, bay leaf, tamarind, tangerine zest, cedar in aroma and cup. Balanced, high-toned acidity; quite syrupy mouthfeel. Tamarind and mulberry carry the quiet finish.","Produced at Nyeri Hill Estate, from trees of the SL34, SL28 and Ruiru varieties of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). JBC Coffee Roasters’ vision is simple: “Let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A berry-sweet, gently herbaceous, tart/savory Kenya cup, complex and rich.","Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium,58/76,$23.00/12 ounces,July 2024,9,,9,9,8,https://www.coffeereview.com/review/nyeri-hill-kenya-4/,2024-07-30,9,,,,,,,,
93,De Clieu Coffee,Ethiopia Guji Natural Anaerobic Wush Wush G1,"Earth-toned, richly sweet-savory. Moist cedar, breadfruit, magnolia, cocoa powder, musk. Savory-leaning with sweetly brisk acidity; light-footed, smooth mouthfeel. A hazelnut-like note emerges in the finish, alongside cocoa powder and moist cedar.","Produced by smallholding farmers entirely of the Ethiopia Wush Wush variety of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). De Clieu Coffee is a Taiwan-based roaster whose mission it is to explore extraordinary coffees. For more information, visit www.facebook.com/declieucoffeetaipei.","A richly low-toned, crisply chocolaty, sweetly earthy anaerobic Ethiopia cup.","Taipei, Taiwan","Sidama growing region, southern Ethiopia",Medium,56/72,NT $650/8 ounces,May 2021,9,,9,9,8,https://www.coffeereview.com/review/ethiopia-guji-natural-anaerobic-wush-wush-g1/,2021-05-11,8,,,,,,,,
89,Joyful-House,Joyful-Cimei Blend,"Evaluated as espresso. Sweetly aromatic in the small cup, with soft notes of toast, honey and fruit. Medium to full body with orangey chocolate notes and hints of flowers and caramel. The fruit toned chocolate persists in the bittersweet finish. In two parts milk, toast and cocoa dominate the cup at first, with the orange-like character re-emerging as the cup cools, lingering into the finish.","Based in the city of Kaohsiung in Taiwan, Joyful-House is a cafe and micro-roaster that features single origin coffees, espresso blends and Chinese specialty foods. Joyful-Cimei Blend is one of several coffees Joyful-House offers as espresso in its cafe. Visit www.joyful-house.com.tw or call 886-7-3581116 for more information.",,"Kaohsiung, Taiwan","Ethiopia, Brazil, Costa Rica, Panama",Medium-Dark,42/62,,May 2009,8,,7,8,8,https://www.coffeereview.com/review/joyful-cimei-blend/,2014-10-02,,8,,,,,,,
94,Kakalove Cafe,Peru Black Honey Los Santos Farm Gesha,"Sweetly spice-toned, rich and deep. Bergamot, black tea, white nectarine, cocoa nib, sticky rice in aroma and cup. Bright, balanced acidity; very full, syrupy mouthfeel. Cocoa-toned finish supported by sweet spice notes.","Produced at Finca Los Santos, entirely of the Gesha variety of Arabica, and processed by the black honey method, in which much of the sticky fruit flesh is left on the beans during the drying process. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","An evocative, deep natural Peru cup that highlights notes of stone fruit and complex herb notes with a cocoa nib throughline.","Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Medium-Light,64/88,NT $410/8 ounces,July 2024,9,,9,9,8,https://www.coffeereview.com/review/peru-black-honey-los-santos-farm-gesha/,2024-07-30,9,,,,,,,,
91,Mystic Monk Coffee,Christmas Blend,"Rich-toned, sweetly spicy. Brown sugar, gardenia, pink peppercorn, crisp pear, oak in aroma and cup. Crisp, roundly sweet in structure; velvety mouthfeel. The flavor-saturated finish consolidates to caramelized pear in the short and pink peppercorn in the long.",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"A lively, engaging spice-toned blend: crisp and richly sweet.","Clark, Wyoming",Not disclosed,Medium-Dark,44/66,$14.99/12 ounces,November 2017,8,,8,9,8,https://www.coffeereview.com/review/christmas-blend-6/,2017-11-14,8,,,,,,,,
93,Steady State Roasting,Castillo El Paraiso,"Intensely fruit-forward, high-toned. Passion fruit, cocoa nib, mango custard, oak, a hint of thyme in aroma and cup. Crisply tart-leaning structure with citrusy acidity; lightly velvety mouthfeel. Quietly fruit-driven finish.","Produced by Diego Samuel at Indestec El Paraiso farm entirely of the Castillo variety of Arabica and processed by the washed anaerobic method, in which the coffee cherries are de-pulped and then fermented in an oxygen-free environment before fruit removal and drying. Steady State Roasting is an award-winning small-batch roastery dedicated to the craft and care of providing specialty coffee. The company takes pride in sourcing unique, high-quality coffee direct from farmers so that customers can enjoy fine coffee at home or in the Steady State tasting room in downtown Carlsbad, California. Visit www.steadystateroasting.com for more information.",A juicy-bright cup for lovers of tart-leaning coffees — think passion fruit softened by cocoa nib.,"Carlsbad, California","Cauca Department, Colombia",Medium,58/76,$30.00/12 ounces,May 2021,9,,8,9,8,https://www.coffeereview.com/review/castillo-el-paraiso/,2021-05-11,9,,,,,,,,
95,Kakalove Cafe,Peru Washed Los Santos Farm Gesha,"High-toned, multi-layered. Milk chocolate, narcissus, date, pomegranate, lemon verbena in aroma and cup. Bright, balanced acidity; plush, syrupy mouthfeel. Resonant, flavor-laden, integrated finish.","Produced at Finca Los Santos, entirely of the Gesha variety of Arabica, and processed by the traditional washed method (fruit skin and pulp removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","A pristinely classic washed Peru cup, richly chocolaty with undertones of spicy florals — especially complex finish.","Chia-Yi, Taiwan","Lonya Grande, Utcubamba Province, Peru",Medium-Light,64/84,NT $450/8 ounces,July 2024,9,,9,9,9,https://www.coffeereview.com/review/peru-washed-los-santos-farm-gesha/,2024-07-30,9,,,,,,,,
90,Counter Culture Coffee,Rwanda Ikawa,"Co-cupper Jim Reynolds (88): ""This coffee had a complex, well-balanced aroma that reminded me of a vanilla flower, although I?ve never smelled a vanilla flower. I wish more of this had carried over into the cup, because the flavor was not as complex [nor] as interesting."" Ken (92), on the other hand, found the floral and prune-toned fruit character of the aroma carried well into the cup, joined by cocoa and a slight, not unpleasant, salt or savory note. Ken and Jim agreed, however, in praising the richly resonant finish.","Rwanda's tremendous potential as fine coffee producer has only come to fruition over the past four to five years owing to generous support from international aid agencies, the specialty coffee community and the industry of its growers. Produced entirely from trees of the heirloom French Mission Bourbon variety by members of the Nyakizu community. Counter Culture is a small-batch wholesale specialty roaster with an informative and lively website, a commitment to fine coffee and youthful, enthusiastic leadership. Visit www.counterculturecoffee.com or call 888-238-5282 for more information.",,"Durham, North Carolina","Butare, southern Rwanda.",Medium,55/67,,June 2009,8,8,8,8,8,https://www.coffeereview.com/review/rwanda-ikawa/,2014-10-02,,,,,,,,,
95,Kakalove Cafe,Ethiopia Washed Yirgacheffe Adado,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email kahiyuho@gmail.com for more information.","A bright, lively, juicy washed Yirgacheffe coffee: classic in structure and style.","Chia-Yi, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,56/78,NT $550/16 ounces,November 2017,9,,9,9,9,https://www.coffeereview.com/review/ethiopia-washed-yirgacheffe-adado/,2017-11-21,9,,,,,,,,
93,Nine Point Coffee,Ethiopia Oromia Anaerobic Natural,"Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity; satiny mouthfeel. Very sweet, long finish with pleasing notes of dark chocolate, freesia, and a complicating hint of smokiness.","Produced by smallholding farmers from largely indigenous Ethiopia landrace varieties of Arabica, and processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). Nine Point Coffee is a Taipei-based specialty roaster and cafe. For more information, visit https://m.facebook.com/NINEPOINTCOFFEE/?locale2=zh_TW.","A lovely darker-roasted Ethiopia processed by the anaerobic natural method, discreetly smoky and richly floral and chocolaty.","Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Dark,48/64,NT $500/225 grams,May 2021,9,,8,9,9,https://www.coffeereview.com/review/ethiopia-oromia-anaerobic-natural/,2021-05-11,8,,,,,,,,
